,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn
5795,Male,0,No,No,39,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4040.65,No
5796,Female,0,Yes,Yes,47,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),2768.65,No
5797,Male,0,Yes,No,19,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),1672.35,No
5798,Female,0,No,No,5,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,474.8,Yes
5799,Female,0,No,No,13,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,446.1,Yes
5800,Female,0,No,No,17,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),1345.65,No
5801,Male,1,Yes,No,34,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2425.4,No
5802,Female,0,No,No,42,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,2077.95,No
5803,Male,0,Yes,No,5,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,416.3,Yes
5804,Female,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1663.5,No
5805,Male,1,Yes,No,19,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),1286.05,No
5806,Female,0,No,Yes,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.85,Yes
5807,Male,0,No,No,57,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1094.35,No
5808,Male,0,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,7719.5,No
5809,Female,0,No,No,6,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,514.6,No
5810,Female,0,Yes,Yes,17,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1451.6,Yes
5811,Male,0,Yes,No,61,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),4932.5,No
5812,Male,0,Yes,Yes,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71,Yes
5813,Male,0,Yes,Yes,48,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),5443.65,No
5814,Male,0,No,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),330.25,No
5815,Male,1,No,No,9,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,746.5,Yes
5816,Female,0,No,No,3,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,122.7,No
5817,Male,0,No,Yes,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.4,Yes
5818,Male,0,No,No,65,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),6631.85,No
5819,Female,0,Yes,Yes,70,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),8250,No
5820,Male,0,Yes,No,60,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,3561.15,No
5821,Female,0,Yes,No,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,1763.55,No
5822,Female,1,No,No,35,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,2419,No
5823,Female,0,No,No,22,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,470.2,No
5824,Male,0,Yes,Yes,66,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),5234.95,No
5825,Male,1,Yes,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,Yes
5826,Female,0,Yes,No,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.35,Yes
5827,Male,0,Yes,Yes,34,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),3097,No
5828,Female,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1709.1,No
5829,Male,0,Yes,Yes,31,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,1848.8,No
5830,Male,0,No,Yes,30,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),723.3,No
5831,Female,0,No,No,9,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),809.75,Yes
5832,Male,0,Yes,Yes,20,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1470.95,Yes
5833,Male,1,Yes,No,19,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),577.15,No
5834,Female,0,Yes,No,65,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,6914.95,No
5835,Female,0,Yes,Yes,30,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,602.9,No
5836,Male,0,No,No,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,124.4,No
5837,Female,0,No,No,2,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.8,No
5838,Male,0,Yes,Yes,53,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,3827.9,No
5839,Male,1,Yes,No,7,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,533.05,No
5840,Female,0,Yes,Yes,61,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),2961.4,No
5841,Male,1,No,No,70,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,3264.45,Yes
5842,Female,0,No,No,13,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,995.35,No
5843,Male,1,Yes,No,35,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),2815.25,No
5844,Female,0,Yes,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),154.8,No
5845,Female,0,No,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,246.3,Yes
5846,Female,0,No,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,257.6,No
5847,Female,0,No,No,62,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),5757.2,No
5848,Male,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),7517.7,No
5849,Male,0,Yes,No,63,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),1234.8,No
5850,Male,1,No,No,20,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),1389.2,Yes
5851,Female,1,No,No,35,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),3836.3,No
5852,Male,1,Yes,No,21,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1474.75,Yes
5853,Male,0,Yes,No,62,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,6001.45,No
5854,Female,0,No,No,15,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,720.1,No
5855,Female,0,No,No,55,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2832.75,No
5856,Female,0,No,No,11,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,472.25,No
5857,Female,0,Yes,Yes,17,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,1460.65,Yes
5858,Female,0,No,No,61,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),1336.35,No
5859,Female,0,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),6388.65,No
5860,Female,0,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),153.05,Yes
5861,Male,0,No,No,35,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,677.9,No
5862,Female,0,No,No,17,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1165.6,No
5863,Female,0,No,No,21,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2119.5,Yes
5864,Female,0,Yes,No,47,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),921.55,No
5865,Female,0,Yes,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,72,No
5866,Male,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,68.35,No
5867,Male,1,Yes,No,44,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),847.25,No
5868,Female,0,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44,No
5869,Female,0,Yes,Yes,44,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,4295.35,No
5870,Male,0,Yes,Yes,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),135,Yes
5871,Male,0,No,No,24,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1400.55,Yes
5872,Female,0,No,Yes,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,Yes
5873,Female,0,No,No,18,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,1380.4,No
5874,Female,0,No,No,10,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1060.2,Yes
5875,Female,0,Yes,No,65,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),4386.2,No
5876,Female,1,No,No,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86,Yes
5877,Female,0,No,No,53,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),5785.5,Yes
5878,Male,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,52.05,No
5879,Male,0,Yes,No,33,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,2018.4,No
5880,Male,0,No,No,3,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,Yes
5881,Female,0,No,No,34,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),2727.3,No
5882,Female,0,Yes,Yes,14,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,263.65,No
5883,Female,0,No,No,13,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,275.4,No
5884,Male,1,Yes,No,46,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),2816.65,Yes
5885,Male,0,Yes,Yes,23,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,538.5,No
5886,Female,0,Yes,Yes,47,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,948.9,No
5887,Male,0,No,Yes,17,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,846.8,No
5888,Female,0,Yes,Yes,49,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4783.5,Yes
5889,Male,1,Yes,No,59,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2997.45,No
5890,Female,0,No,No,69,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5897.4,No
5891,Male,0,No,No,11,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,470.6,Yes
5892,Male,0,No,No,10,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,524.5,No
5893,Male,0,Yes,Yes,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),269.65,No
5894,Male,0,No,No,45,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),4740,Yes
5895,Female,0,Yes,Yes,39,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,2341.5,No
5896,Male,1,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1789.65,No
5897,Male,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1626.4,No
5898,Female,0,Yes,Yes,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),800.3,No
5899,Male,1,No,No,67,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,5060.85,No
5900,Male,0,Yes,Yes,37,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),1448.8,Yes
5901,Male,0,Yes,Yes,49,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,4254.85,Yes
5902,Female,0,Yes,No,9,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,466.6,No
5903,Male,0,Yes,No,52,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),4627.8,No
5904,Female,0,No,No,70,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,6838.6,No
5905,Male,0,No,No,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85,No
5906,Female,1,No,No,14,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1101.85,Yes
5907,Male,0,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.3,No
5908,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,Yes
5909,Female,0,No,No,52,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,4297.6,No
5910,Male,0,No,No,6,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,414.1,No
5911,Male,0,Yes,No,7,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,256.6,No
5912,Female,1,No,No,47,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),3969.35,Yes
5913,Female,0,No,No,26,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),2274.1,No
5914,Male,0,Yes,Yes,25,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,1296.8,No
5915,Male,0,No,No,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1268.85,No
5916,Female,0,No,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),8192.6,No
5917,Male,0,No,No,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,59.25,No
5918,Male,0,Yes,Yes,59,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1147.85,No
5919,Male,0,No,No,67,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),4361.55,No
5920,Female,1,No,No,26,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2006.1,No
5921,Female,0,No,No,27,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,2078.95,No
5922,Male,0,Yes,Yes,72,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),7609.75,No
5923,Female,0,No,No,6,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,487.05,No
5924,Male,0,Yes,Yes,62,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1218.45,No
5925,Male,0,No,No,20,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,1416.2,No
5926,Male,0,No,No,6,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),483.3,No
5927,Male,0,No,No,51,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1234.6,No
5928,Female,0,Yes,Yes,61,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1311.6,No
5929,Male,1,Yes,No,62,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,5618.3,No
5930,Female,0,No,No,72,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),6185.15,No
5931,Male,1,Yes,No,13,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1237.85,Yes
5932,Male,0,Yes,No,5,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,498.1,Yes
5933,Male,1,No,No,3,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,294.45,Yes
5934,Female,1,Yes,No,26,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,2381.55,Yes
5935,Male,1,No,No,13,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,788.35,No
5936,Female,0,Yes,Yes,38,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,756.4,No
5937,Female,1,Yes,No,8,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,613.4,Yes
5938,Male,1,Yes,Yes,34,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3625.2,No
5939,Male,0,No,No,18,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,550.35,No
5940,Male,0,Yes,Yes,56,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,4793.8,No
5941,Female,0,No,No,36,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),1267.2,No
5942,Female,0,Yes,No,9,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,442.2,Yes
5943,Male,0,No,No,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,Yes
5944,Male,0,No,No,12,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,654.85,Yes
5945,Female,1,Yes,Yes,57,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),5567.45,No
5946,Female,0,No,No,42,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),3160.55,Yes
5947,Female,0,Yes,Yes,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,740.3,Yes
5948,Male,0,Yes,No,70,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),5706.2,No
5949,Female,0,No,No,68,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,3085.35,No
5950,Male,0,No,Yes,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,No
5951,Female,0,No,No,37,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),3541.4,No
5952,Female,0,No,Yes,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,84.2,No
5953,Male,0,No,No,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.7,No
5954,Male,0,No,No,20,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),1165.55,No
5955,Male,0,Yes,Yes,72,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),4855.35,No
5956,Female,0,No,No,31,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,2806.9,Yes
5957,Male,1,Yes,No,18,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,1422.65,Yes
5958,Male,0,Yes,No,11,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),608.15,No
5959,Female,0,Yes,Yes,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),641.35,No
5960,Female,1,No,No,62,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,4959.15,No
5961,Female,0,No,No,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,35.9,No
5962,Male,0,Yes,No,16,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1321.3,No
5963,Male,0,Yes,Yes,22,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,1663.75,No
5964,Female,0,Yes,Yes,49,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),3024.15,No
5965,Male,0,Yes,Yes,36,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),2188.5,No
5966,Male,0,Yes,No,42,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,4138.05,Yes
5967,Male,1,No,No,4,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),102.5,Yes
5968,Female,0,No,No,12,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,872.65,Yes
5969,Female,0,No,No,31,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,2724.25,No
5970,Male,0,Yes,No,5,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,413.25,No
5971,Male,0,Yes,Yes,66,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1374.2,No
5972,Female,1,No,No,15,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),757.1,Yes
5973,Male,0,No,No,64,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),6692.65,No
5974,Male,0,Yes,Yes,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),218.5,No
5975,Male,0,Yes,Yes,7,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,608.8,Yes
5976,Male,0,No,No,29,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,1004.75,No
5977,Male,0,No,No,57,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1125.6,No
5978,Female,0,No,No,46,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,3847.6,No
5979,Male,0,No,No,53,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),978,No
5980,Female,0,No,No,17,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),1387.35,No
5981,Female,0,Yes,Yes,38,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,746.05,No
5982,Male,0,No,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,304.6,No
5983,Female,0,No,No,22,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1098.85,No
5984,Male,0,Yes,No,14,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1139.2,Yes
5985,Female,0,Yes,No,57,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),4368.95,No
5986,Male,1,No,No,11,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),827.7,No
5987,Female,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,No
5988,Male,0,Yes,Yes,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),262.05,No
5989,Male,1,Yes,No,3,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,279.55,Yes
5990,Male,0,No,Yes,36,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3512.5,No
5991,Male,0,No,No,16,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1483.25,Yes
5992,Male,0,Yes,Yes,65,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),4653.85,Yes
5993,Male,0,No,No,2,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,151.75,No
5994,Female,0,No,No,42,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4400.75,Yes
5995,Male,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),8033.1,No
5996,Male,0,No,No,62,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1253.65,No
5997,Female,0,No,No,6,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,552.65,No
5998,Male,0,Yes,No,48,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1036,No
5999,Male,0,No,No,35,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,4025.5,No
